Формат магазина	Магазин	Группа	Номенклатура	Месяц	Кол проданного товара, шт	Сумма продаж, тыс.руб.	Себестоимость продаж, тыс.руб.	Остаток на конец дня среднедневной, шт	Себестоимость остатков на конец дня среднедневная, тыс.руб.
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 208	7	0	0	0	4	0,24632
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 208	8	1	0,11599	0,06158	3	0,18474
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 208	9	0	0	0	3	0,18474
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 209	7	23	2,28178	1,52444	5	0,3314
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 209	8	23	2,29024	1,52444	0	5,68434E-17
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 209	9	15	1,63064	0,9942	9	0,59652
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 210	9	99	5,91804	4,83912	47	2,29736
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 211	7	11	1,08213	0,627	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 212	7	12	1,33745	0,9126	6	0,4563
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 212	8	18	1,93706	1,3689	0	5,68434E-17
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 212	9	5	0,57092	0,38025	7	0,53235
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 213	7	1	0,06799	0,041	8	0,328
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 213	8	1	0,06799	0,041	7	0,287
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 213	9	3	0,21397	0,123	4	0,164
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 214	7	0	0	0	5	0,205
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 214	8	3	0,18897	0,123	10	0,41
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 214	9	5	0,29467	0,205	5	0,205
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 215	7	20	0,96701	0,5	7	0,175
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 215	8	14	0,67586	0,35	23	0,575
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 215	9	18	0,85887	0,45	20	0,5348
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 218	7	0	0	0	8	0,32
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 218	8	4	0,23101	0,16	4	0,16
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 218	9	11	0,64488	0,44	1	0,04
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 219	7	2	0,09598	0,07	9	0,315
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 219	8	2	0,09501	0,07	7	0,245
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 219	9	2	0,09358	0,07	5	0,175
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 221	7	0	0	0	5	0,27295
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 221	8	0	0	0	5	0,27295
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 221	9	1	0,10699	0,05459	4	0,21836
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 222	7	10	0,68503	0,4233	13	0,55029
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 222	8	4	0,27025	0,16932	9	0,38097
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 222	9	15	1,04587	0,64617	18	0,7956
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 224	7	3	0,11707	0,105	5	0,175
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 224	8	5	0,19455	0,175	12	0,42
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 224	9	4	0,17197	0,14	8	0,28
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 225	7	1	0,05781	0,051	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 227	7	14	0,80671	0,55874	14	0,55874
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 227	8	11	0,65696	0,43901	2	0,07982
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 227	9	11	0,67202	0,43901	6	0,23946
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 228	7	10	0,79673	0,442	2	0,0884
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 228	8	2	0,15208	0,0884	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 229	7	0,628	0,10675	0,11241	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 229	8	1,546	0,25482	0,27673	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 230	7	4,44	0,39427	0,2997	1,066	0,07196
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 230	8	92,216	5,41318	4,47897	8,388	0,34303
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 230	9	59,468	2,97636	2,29323	0	5,68434E-17
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 232	7	25	2,48232	1,337	17	0,93347
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 232	8	24	2,38233	1,31784	6	0,32946
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 232	9	14	1,39459	0,76874	5	0,27455
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 233	7	7	0,47383	0,32039	14	0,49804
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 233	8	8	0,64143	0,2893	6	0,20874
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 233	9	10	0,80182	0,39182	9	0,41193
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 235	7	11	0,64377	0,2828	8	0,206
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 235	8	20	1,17248	0,59	4	0,128
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 235	9	13	0,76519	0,416	7	0,224
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 238	7	13	0,89928	0,52884	14	0,56952
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 238	8	14	0,96395	0,56952	16	0,52064
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 238	9	14	0,97016	0,45556	2	0,06508
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 239	7	9,07	0,90408	2,9024	0	4,54747E-16
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 240	7	331,694	12,61625	8,70655	19,91	0,45913
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 240	8	181,204	8,26298	4,43933	5,948	0,15489
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 240	9	125,588	6,05008	3,98516	10,408	0,36386
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 241	7	63,194	0,69855	0,94791	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 241	9	194,684	2,86719	2,07278	66,92	0,72822
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 242	7	592,492	10,8829	7,48845	101,484	1,41516
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 242	8	666,866	12,52175	8,69712	48,607	0,52738
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 242	9	474,556	7,45834	5,48903	0	-2,27374E-16
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 243	7	9,178	0,70724	0,51627	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 243	9	23,634	1,28634	0,93371	0,796	0,02937
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 245	7	1750,136	51,38927	36,90931	156,344	2,6951
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 245	8	1836,648	37,74161	28,31463	83,059	1,10138
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 245	9	2434,269	44,29882	35,80388	24,407	0,42956
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 248	7	181,116	5,59605	5,03797	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 250	7	374,6	13,1934	10,4511	28,64	0,60921
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 250	8	350,052	9,07373	6,78666	32,368	0,59007
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 250	9	241,64	5,08461	4,31458	51,734	0,9455
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 251	7	190	7,20845	6,01106	11	0,3387
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 251	8	7	0,20993	0,21553	0	-5,68434E-17
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 255	7	1056,534	29,58315	18,20809	62,612	0,76259
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 255	8	1195,578	20,99633	13,26518	93,48	0,83477
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 255	9	1533,975	19,11264	16,13341	44,986	0,52543
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 256	7	31,472	1,1207	0,68877	14,562	0,33711
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 256	8	29,36	0,69959	0,55715	33,276	0,4948
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 256	9	0	0	0	28,1	0,41784
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 258	7	36,494	1,91866	1,47922	11,624	0,48124
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 258	8	150,622	6,94488	5,11895	22,372	0,68011
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 258	9	160,024	6,5681	4,8674	2,164	0,07195
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 259	7	454,8	17,53776	12,55914	44,042	1,11643
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 259	8	366,765	11,03954	7,82209	60,912	0,83145
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 259	9	488,654	11,45388	7,3149	34,383	0,57557
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 260	7	57	2,17143	0,89667	0	-5,68434E-17
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 261	7	274	16,04109	10,4006	8	0,3492
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 261	8	224	11,21784	8,4636	14	0,49567
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 261	9	126	5,64748	4,59568	9	0,3336
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 262	7	137	7,87034	5,36743	6	0,22488
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 262	8	35	2,10065	1,15063	0	-5,68434E-17
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 263	7	159,182	10,91157	8,24967	15,312	0,69517
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 263	8	5,916	0,36078	0,26622	0	-1,13687E-16
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 264	7	16,742	0,95937	0,99679	22,046	1,25722
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 264	8	198,852	10,74054	9,9247	20,862	0,89707
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 264	9	244,062	14,01551	10,496	21,248	1,05979
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 265	7	58,592	3,86322	3,17247	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 265	8	18,47	0,74969	0,9235	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 266	7	10,29	0,73514	0,4399	12,96	0,55404
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 266	8	244,666	15,29086	10,4228	30,524	1,29629
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 266	9	194,783	10,62858	8,08339	15,832	0,67682
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 267	7	0,26	0,07072	0,06058	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 268	7	104,83	9,68822	5,99153	0	1,13687E-16
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 268	8	2,57	0,18363	0,11565	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 269	7	32,396	7,79335	6,69607	1,736	0,32984
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 269	8	0,094	0,02256	0,02228	0	5,68434E-17
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 270	7	0,238	0,06164	0,04234	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 272	7	472,291	30,79746	29,48041	9,357	0,62037
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 272	8	504,8	25,0483	20,52396	13,071	0,55879
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 272	9	358,424	19,45791	18,37934	19,619	1,03981
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 273	7	146	10,21468	7,14041	7	0,36471
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 273	8	110	5,99753	4,31782	3	0,114
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 273	9	89	4,7206	3,6824	6	0,21648
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 274	7	247,25	39,15392	32,20563	4,964	0,56143
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 274	9	1,398	0,21668	0,20271	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 276	7	39,428	4,17936	3,20352	4,858	0,41099
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 276	8	20,856	2,48577	1,68833	1,602	0,13167
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 276	9	5,576	0,46589	0,37996	4,924	0,29298
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 278	9	1	0,06799	0,045	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 281	7	180,294	16,54818	12,38262	7,24	0,25195
